클러스터,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,월
30,181716,11942,308,0,13530,236899,669591,1662251,2909730,2125763,1666546,1746968,1917278,2030141,1948622,2127215,2231947,2504611,3151982,2359149,1646350,1463730,1259098,714701,2019-02
32,9048,1939,6,0,15,15627,34368,86988,119192,69844,52711,50848,56455,57841,56295,58965,68937,77321,101178,88650,57788,51324,51601,32307,2019-02
35,6481,69,5,0,3,7725,29398,64173,113995,70784,52755,53604,61298,69687,65300,64865,74429,93816,113537,83757,59489,53715,53593,25630,2019-02
41,13665,112,4,0,10,16645,29299,39775,70671,60192,45935,48961,59979,70012,70370,77738,94510,117708,141365,115634,84786,88026,87952,56745,2019-02
44,4012,57,0,0,2,5607,11938,28484,62158,46720,33846,35520,43266,45616,47964,48886,54277,57243,76766,60299,37958,33304,30546,17521,2019-02
46,2195,22,0,0,5,4602,10617,28939,36783,22737,16843,18257,19595,18760,17890,17884,20588,21121,24803,22631,13905,11374,11214,7041,2019-02
48,9707,99,0,0,14,5358,23136,51668,126282,107273,98125,101014,119613,144057,142860,145429,158466,178312,210638,146494,103200,115865,113879,51620,2019-02
49,2480,60,0,0,10,3131,15555,56565,145185,51008,35645,35891,36424,41547,39875,40896,45005,59141,115571,49093,33776,31682,24271,11721,2019-02
53,2480,35,1,0,3,1954,13652,33988,100969,64622,37140,37021,38047,43852,43751,48816,54842,66761,109630,64939,43717,37851,27411,13883,2019-02
56,16374,818,36,0,97,15441,59249,140346,289952,195323,140182,138242,150917,164456,165088,174880,188697,222992,324836,225564,145562,135471,119188,67625,2019-02
57,3293,23,0,0,1,4327,12569,36521,68692,34413,24664,22818,24978,26860,27224,27641,31104,36864,56319,38062,24068,21938,19942,10158,2019-02
58,4406,481,0,0,106,4547,26495,59010,138405,91354,53056,54748,54704,57560,59000,61325,66436,88403,129897,76672,47170,45996,37289,18514,2019-02
59,13874,143,0,0,70,20000,52840,126478,153922,99803,75269,70640,76114,75776,74326,78352,86473,102352,130457,123461,84048,70583,69366,45035,2019-02
60,5753,69,1,0,18,8834,20345,56558,57437,34963,28368,27379,30567,29969,28628,30502,32821,36116,44131,46749,28690,24409,23183,16052,2019-02
61,2239,30,0,0,2,3478,10204,27600,56217,32810,23762,23066,24594,24929,23162,24169,26338,31871,48916,30933,19837,19142,16225,8970,2019-02
62,18268,594,16,0,132,31070,58725,149037,248069,156954,105580,96804,101918,104602,103555,112914,123111,142940,199759,170753,115585,111854,106089,64237,2019-02
63,7953,189,6,0,46,10411,38320,119441,325389,259096,123420,97447,96860,118455,113555,125023,135193,193259,304981,177004,105522,105476,74314,36246,2019-02
64,4477,20,37,0,34,5283,24939,56141,156195,105034,48698,43271,41294,44944,44818,50212,53189,69604,115080,76953,44897,41201,33148,12898,2019-02
65,83464,4519,129,0,269,63591,277394,767895,1341259,1094059,773880,815503,862948,941611,946390,1030804,1124023,1318341,1727412,1325024,979917,887525,765500,374021,2019-02
66,4277,68,0,0,4,7831,17900,43476,76109,46695,35427,33419,39044,42404,39914,41553,45587,52014,68280,53278,34389,31134,27525,16224,2019-02
67,3160,1004,14,0,1,6937,36846,68896,60392,29963,22720,21693,22678,22147,21979,24428,34584,44573,46077,42934,25591,21323,18377,14320,2019-02
68,16128,595,8,0,153,16569,78933,286960,828554,415973,258120,293406,291723,339092,339829,367606,406670,513883,851699,461757,340420,330704,249006,117426,2019-02
69,5287,86,13,0,13,5764,14445,37407,63303,47908,33756,30377,33253,35909,33303,36008,39542,46211,59576,47597,32374,31283,30052,20201,2019-02
70,18112,882,103,0,103,14298,38732,101352,157663,122804,100340,100682,115411,127081,124520,128385,140116,163967,197150,156259,111640,104679,101160,60054,2019-02
73,12109,179,0,0,2066,24231,53741,122892,202796,183002,179300,218552,252461,275717,280822,290236,272380,258374,259409,189692,136804,101459,86631,49054,2019-02
77,23464,1194,4,0,800,79198,97498,202022,359654,270288,214700,226412,228120,237584,232840,247334,256784,315106,371272,273272,195374,203358,186208,100500,2019-02
78,4453,48,0,0,369,14342,21716,53242,89634,43811,29843,28159,31443,31750,29376,31806,37439,49681,77351,46779,31575,31828,28121,16447,2019-02
80,2811,29,0,0,3,4106,9261,27618,33206,20482,15611,15360,17745,17654,17020,18506,21427,24990,31065,25896,16003,14754,14716,7780,2019-02
81,61378,3981,46,0,520,49957,99990,214219,422387,325815,255357,273275,335166,376040,387378,412231,455857,563542,734781,596761,433627,428261,413284,255126,2019-02
82,7523,81,0,0,9,7546,25391,71576,87490,56216,45389,44538,51446,52825,50652,54311,58557,64075,78077,72360,45947,40863,40213,24993,2019-02
83,7693,117,0,0,33,13119,36794,88910,121657,89516,68519,68912,77803,80517,81466,88914,97259,108251,136107,119033,85651,67119,60861,36074,2019-02
84,2140,88,1,0,7,3816,9957,25018,46266,26764,21252,22679,25745,25393,25183,25704,26572,29771,40216,28940,18839,16897,14666,8328,2019-02
85,11942,529,0,0,90,27823,53847,139475,176404,101858,73005,69123,74752,76386,73793,79401,90674,110840,146457,124586,79411,71641,65502,42863,2019-02
87,5307,64,5,0,81,6646,18415,49433,78623,50352,36956,34720,36686,39419,37729,40321,43750,51923,70059,54605,37140,32923,30499,18267,2019-02
89,12283,128,0,0,1699,20986,48575,103714,143533,92056,73149,71614,80354,81866,80381,85971,95135,110971,139302,126651,82881,72625,68050,44299,2019-02
90,65418,1990,38,0,3301,124419,177801,365306,862609,674153,616204,683787,777101,870319,927780,947590,933500,994135,1089599,812323,556655,474645,415221,278440,2019-02
92,9347,424,10,0,114,10901,30602,93320,202800,99069,52587,48017,52519,56303,54099,57743,65186,94729,179260,102402,59830,55670,46632,28197,2019-02
94,16226,216,0,0,68,21184,55484,136686,211844,156216,130982,125706,138918,157388,159146,166142,179574,191140,235526,190394,124580,110236,97112,55868,2019-02
95,10927,391,0,0,41,23720,54453,122030,181317,105011,75361,70056,72678,76347,72302,78374,87660,102196,139657,110139,70232,68113,62687,36692,2019-02
97,11450,406,15,0,139,12172,50135,140046,398424,290165,152474,131616,136670,159923,158112,166860,200340,233651,384644,223945,136978,129769,109390,50407,2019-02
98,5435,812,15,0,8,11636,25603,72678,105864,59958,38776,37436,39952,43191,40948,45158,49440,59381,80854,67405,42659,40744,34974,22542,2019-02
99,10019,107,0,0,117,20173,42268,113652,158094,91576,62567,61647,64517,66362,66156,69896,80282,95267,137693,119289,77258,66932,62977,37514,2019-02
101,6524,118,0,0,108,5704,25066,58472,122786,66216,48376,49264,57018,63196,59432,62484,71298,91120,134270,75750,51716,50612,45306,27812,2019-02
103,9232,423,0,0,79,14231,32804,78567,123578,83865,56931,53520,58218,60460,58643,63898,68631,80933,102032,89503,59166,57557,52154,31246,2019-02
104,7845,108,12,0,128,23271,39061,95424,129055,79908,60307,62768,68808,70932,69149,74158,80689,92865,125096,107395,65519,60282,51833,30790,2019-02
105,5832,129,5,0,5,5263,17643,42003,95266,69622,44751,42053,44329,50972,49757,52661,57240,68560,100883,62782,42101,41532,38605,20477,2019-02
106,14735,1118,13,0,114,17258,54294,130274,326281,178049,107414,103596,108231,120014,117236,121935,134332,164346,285536,156661,104853,97475,85555,51254,2019-02
108,38452,1186,22,0,358,37860,94522,210318,307848,258730,223274,225536,255872,282296,290584,303628,325350,358612,445804,381134,267664,231230,217680,137526,2019-02
109,13251,641,19,0,67,11502,31847,88964,149633,107905,67903,60080,68919,71269,68660,73312,79016,93934,134497,116159,78392,74740,70656,47749,2019-02
110,6864,550,29,0,173,10943,40367,93579,156714,108044,90372,74845,93559,90584,78288,96686,108866,127837,169987,111809,88461,68986,67551,34433,2019-02
114,8723,542,9,0,13,12458,34191,83476,102621,57610,45476,44847,49717,51192,50100,52994,57621,64505,90123,75080,49527,43493,42356,24672,2019-02
115,36180,1310,0,0,377,38847,85185,219561,340164,229119,150599,143660,156063,163532,163130,178517,195894,232149,321991,309665,206835,195484,193384,126993,2019-02
116,2481,12,4,0,0,4301,11401,30604,48083,27233,18905,18634,20393,20579,18901,20320,21966,26446,36847,29298,18937,16839,16684,8745,2019-02
119,4584,77,0,0,3,8129,16052,40082,63111,36729,26348,25139,27916,27636,27079,29187,32130,38686,50782,46295,29578,26949,25060,15974,2019-02
125,12137,168,0,0,75,22898,59458,142989,204184,141961,108694,108800,122096,126945,126431,135935,147881,165342,206752,176385,124407,101905,92387,55232,2019-02
129,6368,93,0,0,20,9260,30358,81833,106315,68007,52142,50234,55249,59310,56887,58409,63751,76265,95671,81007,54105,47567,48243,29900,2019-02
131,1793,10,0,0,0,3211,11161,28340,43982,26960,20673,20594,22604,24513,24599,25706,27749,33458,44325,33237,20960,18955,16985,10288,2019-02
132,6596,172,0,0,106,7223,43134,110737,257301,150520,89792,87141,88240,102781,99476,106502,111624,158425,252801,149369,95966,90671,72402,33373,2019-02
135,31813,2717,56,0,2597,38978,66456,174987,268894,172439,145022,143526,163321,173974,172323,183433,197650,231822,325229,251386,170345,163622,143811,89443,2019-02
136,8892,123,2,0,7,11194,30587,67736,136685,91803,67452,66477,77456,80295,77242,80304,87695,102892,124094,92270,63195,61157,55091,34023,2019-02
138,25983,708,34,0,378,25161,73499,222079,556346,289113,175782,180161,190698,203070,200250,210732,235765,309668,556442,309125,202958,194144,171988,101012,2019-02
139,8534,1014,16,0,111,10546,31763,91123,80296,58607,56119,48351,49455,52046,54163,55192,57540,56930,63004,61259,38987,33731,31799,22229,2019-02
140,5819,67,0,0,44,6565,14866,40289,60016,36956,29367,28546,32295,33065,31995,34627,37746,44144,56327,50090,32015,29031,26978,19186,2019-02
141,36747,4763,16,0,566,42230,186427,350540,582871,614823,587740,688916,729262,773742,811917,872685,911762,1000550,1057055,834108,691406,540864,403121,189007,2019-02
145,36870,1106,30,0,244,30616,88164,194856,390318,278218,201390,204756,237778,270770,264988,283620,321520,393182,575608,430338,288054,292844,275050,163380,2019-02
147,41843,2838,63,0,164,41324,148855,375551,728802,552307,393904,414737,436474,477144,485550,529757,574617,671366,902080,656485,489057,447506,375837,180196,2019-02
149,7767,262,9,0,21,10000,56124,240977,386986,144098,80696,88467,90260,104994,102849,113289,130599,229125,373443,175373,115404,106959,78214,32685,2019-02
150,5051,54,1,0,13,6658,15530,39773,73432,42140,29501,27035,30415,31952,29996,30318,33483,38052,52262,40489,28217,25572,25553,16505,2019-02
151,5447,349,77,0,134,6765,42606,75715,223312,242117,144018,136740,132527,148381,155582,165779,173544,204387,283156,210317,145276,102200,79611,34350,2019-02
152,6833,137,0,0,55,10325,29676,75311,109033,72971,58037,56433,60871,62947,61549,65342,70776,80027,99043,82869,54063,48906,44044,26836,2019-02
153,36802,577,21,0,351,29405,87073,229134,514335,508504,290896,278249,310127,383414,360031,389145,413690,505769,734519,519848,340721,359871,356623,175729,2019-02
154,40869,1179,9,0,1731,61164,91707,188820,535935,347451,302994,309129,344034,386055,414504,436719,454968,530280,695925,562371,385929,329433,284223,180171,2019-02
157,6220,72,0,0,10,9639,24660,56602,94281,57231,39842,36392,39791,39696,37879,41298,45518,52981,66304,60249,37781,35379,32327,20921,2019-02
158,1791,21,0,0,16,1589,5055,11192,21281,14581,11795,13004,15579,17787,17715,18856,22168,27089,34189,25809,17714,17697,16581,9693,2019-02
160,9382,470,18,0,47,12503,30128,69210,137585,84477,53751,50029,54084,58300,57273,61712,67327,80796,116405,89940,62353,60827,56548,34094,2019-02
161,2559,472,7,0,0,4276,13959,36659,38992,27004,23374,24175,25949,26756,26625,27637,28412,32567,40322,34279,21046,18399,17597,10418,2019-02
162,7595,81,0,0,1,10003,26458,65963,90818,53750,39323,39185,42438,45170,42647,47170,51543,61096,81671,75333,46081,42786,40957,26353,2019-02
163,5175,100,12,0,39,6754,26585,66158,89473,59728,52134,50305,53603,55154,54733,57171,60065,74459,79773,57079,39977,34981,33876,17924,2019-02
165,24558,2786,107,0,3333,26894,50678,140417,220355,174979,119425,113044,124561,141720,134564,139937,154514,180409,240494,213489,142355,137139,136976,85460,2019-02
166,5840,225,1,0,9,7377,23959,59641,94593,61135,42921,41179,44887,50190,52636,49926,55100,66482,90155,67602,42934,47900,37257,25242,2019-02
169,3805,56,0,0,83,4448,13348,32861,56531,40799,29937,30836,32013,35608,34521,36548,39499,46179,58908,46121,31927,28303,26379,14697,2019-02
171,6293,274,9,0,10,7989,22722,52088,57278,43156,37467,33201,35242,34289,34950,36862,39852,43831,56358,54605,35040,30093,27256,18425,2019-02
172,3421,153,1,0,64,3460,15747,44575,124031,79891,64717,69604,72244,83025,81500,80750,85440,92815,129305,67076,45420,44990,34752,16503,2019-02
173,12321,1205,21,0,210,30960,62862,145972,210056,145966,113541,121242,132190,141976,141235,149944,160730,173239,218431,170466,116770,110094,93799,58535,2019-02
174,5510,160,1,0,19,2730,7132,18540,42040,39264,32225,31207,33050,39092,35196,37334,40556,48922,52753,38444,28043,27725,27391,18769,2019-02
175,13283,101,0,0,1583,16169,41829,100831,112100,84295,71573,71332,78270,84747,84307,87618,95864,106143,134493,114977,78178,69843,64565,43201,2019-02
176,5189,59,0,0,6,9060,21653,52044,64143,39281,31088,28479,31521,33039,31267,32655,37188,44742,53487,44332,28145,25000,23358,13469,2019-02
177,18298,218,9,0,217,24479,55584,139263,190284,126445,98419,96806,106917,111716,111307,118082,129542,144394,182072,169949,111590,101280,94380,62070,2019-02
179,8632,85,0,0,12,9285,35172,101564,260808,145229,79527,75242,78253,88008,87550,96956,102631,131232,226167,138125,85672,82466,69585,32028,2019-02
180,19565,335,0,0,3,20133,67618,206288,350443,226935,162427,163699,180061,196466,197467,208441,230514,271947,406244,294174,202263,170614,160096,81628,2019-02
182,4918,53,0,0,0,4055,7400,13676,33836,26814,21962,24306,27668,33174,31109,33136,37043,45916,61508,48885,34292,35957,35651,24454,2019-02
184,6074,121,2,0,56,8440,49590,100367,294098,197910,165284,184300,201964,217303,233111,231298,230345,258960,337938,198948,112764,88423,68957,31967,2019-02
185,36406,436,18,0,428,48162,108580,272666,371894,248734,192886,189834,210002,219798,218398,232112,254850,283228,357674,335330,220266,199856,186612,123052,2019-02
186,3582,655,31,0,31,9794,20131,37867,59351,38184,27673,25886,27203,27152,26673,28923,33408,41039,52466,39360,25448,25399,22864,12809,2019-02
190,5768,83,0,0,10,8901,23460,66454,80524,49672,36112,36699,37426,39187,35688,35979,39526,46000,57410,55400,34176,34349,30739,19779,2019-02
191,9553,303,26,0,32,15896,32982,82950,161923,88636,59518,56449,61040,61489,62090,65819,72517,84511,131577,97283,63152,57804,52269,30967,2019-02
194,8995,301,0,0,68,10518,32475,101295,177345,92407,65195,57134,61232,68536,64028,66940,72843,94423,137524,91339,63012,56089,57025,31474,2019-02
195,20245,2728,0,0,233,26299,51052,121995,181402,116668,88781,85818,95670,100979,100709,104906,118228,136276,173413,151815,100023,92283,83501,56538,2019-02
196,27880,653,17,0,931,42938,155054,446391,1114822,587241,389079,426111,437984,489200,510875,531938,548082,692382,1063880,601133,438954,372577,279393,147293,2019-02
197,5606,95,0,0,29,9584,21575,55735,101039,61836,45650,46365,52492,56600,56467,61568,62748,67759,91735,65228,44516,41617,37138,21557,2019-02
198,14628,1497,14,0,91,17932,56084,136264,147984,101462,81679,75149,83364,85075,81784,85958,93228,106205,130078,120233,81818,72657,70436,49238,2019-02
199,3194,32,0,0,2,5455,18812,45052,69608,44615,34455,32011,34796,37896,35133,35797,39933,44856,62095,44063,28885,29104,25200,13809,2019-02
201,13367,438,0,0,110,20964,43154,93208,200368,126057,90273,89787,96733,104305,103066,104605,115453,138572,180937,140697,94058,83793,76567,53350,2019-02
202,22576,2568,26,0,74,27814,65122,140156,267926,164590,106130,99674,110842,118402,119656,128120,144926,177330,256818,200304,134276,122822,113704,69986,2019-02
203,2748,134,5,0,1,3958,14200,31320,34191,22384,20919,20133,21616,22075,21789,23061,26458,28935,35405,33017,19261,16766,16790,9230,2019-02
205,8651,1146,25,0,196,10336,42959,125613,352228,263066,143123,143490,144785,171955,176127,188018,200928,253968,388751,251684,168320,144988,110430,38108,2019-02
207,30034,816,19,1,127,27134,75180,163821,321328,286972,230923,238815,284463,312557,293596,304901,334350,387152,441135,340668,245684,237742,230233,133464,2019-02
208,7905,857,42,0,154,12030,26030,72445,96360,51338,36470,35140,41698,39660,36880,40533,44162,53723,75677,63350,41706,38358,33123,22108,2019-02
209,2051,395,9,0,28,1445,5291,11755,18813,13612,11167,11295,12512,12930,12571,13133,13677,14897,18477,12205,8534,7704,6846,4112,2019-02
211,67136,4282,66,0,400,55195,184148,458402,788744,531150,373529,393558,427782,446422,444869,464908,518607,683342,982738,700301,470246,475748,447814,269581,2019-02
212,22456,420,4,0,58,20178,79048,188710,440424,383178,234824,243430,242030,280558,293214,291338,295856,381322,578428,327778,224470,233976,217428,98124,2019-02
213,1754,20,0,0,2,1943,5933,16722,21928,13171,10459,10309,11258,11710,11389,10951,12960,14828,19283,17017,10373,9688,9076,6790,2019-02
216,9273,217,1,0,117,13087,65482,162920,386328,258573,148878,147902,138065,165792,161871,166743,179572,240210,376782,216641,137586,132487,104297,47107,2019-02
217,21606,410,6,0,337,22667,69849,188483,431534,427822,403459,478164,544770,609054,613265,612593,621762,666185,792544,531796,342500,337099,267222,125102,2019-02
220,17046,167,0,0,584,25728,54851,133761,200229,118236,86048,82972,92639,96444,95909,100679,115052,135566,177510,163622,101858,92629,84067,53247,2019-02
225,49541,1804,12,0,2170,41805,96678,240128,513402,341928,246851,259588,296705,324474,320742,339938,374599,459868,622777,470039,329832,320214,304794,180589,2019-02
226,20204,799,0,0,136,37501,63124,182964,388325,253861,132387,116556,124985,140198,137791,143913,162212,214707,353779,262901,165894,158788,144688,86298,2019-02
227,2801,799,0,0,97,4938,9074,22937,35291,29387,27734,24949,27997,30236,30318,29841,28952,29603,31288,23060,15103,13625,11573,6971,2019-02
228,2480,30,5,0,19,2738,7468,23539,36395,20680,15556,14357,15789,16584,15955,17212,18752,21911,31753,24378,15807,14179,13407,8040,2019-02
230,14615,288,11,0,49,16215,58325,131189,248200,136140,94079,99087,111692,121605,125106,131466,149031,197972,259268,174525,119290,104552,91304,49263,2019-02
